Code,Name,MV,Revenue,RevenueG,Profits,ProfitsG,PE,PB,GP,NP,ROE,BVPS,LEV,URL
600153,建发股份,316.40,551.80,5.65,8.62,18.13,18.60,1.62,6.89,2.00,4.42,6.90,78.35,http://quote.eastmoney.com/sh600153.html,,
600155,宝硕股份,186.00,1.55,-5.23,-0.37,0.00,0.00,58.76,4.32,-24.89,-11.13,0.27,46.22,http://quote.eastmoney.com/sh600155.html,,
600156,华升股份,41.46,2.87,-2.81,-0.31,0.00,0.00,6.30,3.09,-13.85,-4.50,1.64,37.41,http://quote.eastmoney.com/sh600156.html,,
600157,永泰能源,513.20,43.06,-4.61,2.38,-46.00,98.80,2.15,38.90,6.18,1.16,1.92,69.36,http://quote.eastmoney.com/sh600157.html,,
600158,中体产业,140.70,4.44,65.77,0.07,-42.00,992.86,9.16,20.66,-0.13,0.46,1.82,52.79,http://quote.eastmoney.com/sh600158.html,,
600159,大龙地产,44.41,5.19,172.40,0.91,0.00,24.47,2.00,48.07,17.50,4.15,2.67,25.43,http://quote.eastmoney.com/sh600159.html,,
600160,巨化股份,225.90,49.61,12.19,0.49,-43.00,231.64,2.19,10.38,1.06,0.67,4.88,24.05,http://quote.eastmoney.com/sh600160.html,,
600161,天坛生物,219.10,8.81,6.85,0.97,76.52,111.87,10.75,47.40,12.48,4.87,3.95,60.73,http://quote.eastmoney.com/sh600161.html,,
600162,香江控股,119.10,19.12,-17.73,2.44,-5.25,24.38,1.93,45.12,11.95,5.47,2.20,66.86,http://quote.eastmoney.com/sh600162.html,,
600163,中闽能源,59.47,1.68,-63.98,0.52,0.00,57.21,3.89,57.99,34.19,3.47,1.53,46.73,http://quote.eastmoney.com/sh600163.html,,
600165,新日恒力,85.06,15.93,317.06,-0.54,0.00,0.00,9.40,4.51,-3.25,-5.71,1.32,76.05,http://quote.eastmoney.com/sh600165.html,,
600166,福田汽车,185.40,194.70,13.08,1.47,-5.03,63.14,1.01,12.00,0.59,0.79,2.76,62.72,http://quote.eastmoney.com/sh600166.html,,
600167,联美控股,115.30,9.91,12.62,3.16,15.57,18.25,5.48,49.51,32.66,16.22,3.09,59.70,http://quote.eastmoney.com/sh600167.html,,
600168,武汉控股,82.88,5.54,-0.86,1.75,-5.40,23.36,1.86,29.59,31.34,3.96,6.27,44.76,http://quote.eastmoney.com/sh600168.html,,
600169,太原重工,103.30,11.52,-61.41,-5.92,-7913.00,0.00,2.13,10.05,-51.54,-11.52,2.00,82.75,http://quote.eastmoney.com/sh600169.html,,
600170,上海建工,321.60,605.60,0.63,10.79,13.72,15.03,1.46,7.39,1.83,5.20,3.08,83.49,http://quote.eastmoney.com/sh600170.html,,
600171,上海贝岭,103.40,2.48,0.94,0.28,24.78,187.07,5.62,25.67,11.73,1.51,2.73,9.63,http://quote.eastmoney.com/sh600171.html,,
600172,黄河旋风,152.90,11.57,36.57,1.82,72.67,42.03,3.28,39.57,15.72,3.94,5.89,44.25,http://quote.eastmoney.com/sh600172.html,,
600173,卧龙地产,63.96,7.24,7.83,0.49,4.52,64.85,3.89,24.98,6.81,2.98,2.27,59.33,http://quote.eastmoney.com/sh600173.html,,
600175,美都能源,188.10,27.18,13.49,0.18,-89.00,263.00,1.75,8.44,0.79,0.40,3.00,37.06,http://quote.eastmoney.com/sh600175.html,,
600176,中国巨石,273.90,37.16,7.62,7.62,58.28,17.97,2.68,43.79,20.77,7.44,4.20,55.40,http://quote.eastmoney.com/sh600176.html,,
600177,雅戈尔,369.40,86.67,-0.53,30.71,5.78,5.51,1.63,44.37,36.84,14.20,8.88,64.48,http://quote.eastmoney.com/sh600177.html,,
600178,东安动力,57.94,17.71,116.20,0.72,92.67,60.52,3.18,11.24,4.05,4.02,3.94,55.80,http://quote.eastmoney.com/sh600178.html,,
600179,*ST黑化,169.90,0.91,-82.34,-1.01,0.00,0.00,4.34,-16.29,-111.76,0.00,3.68,144.25,http://quote.eastmoney.com/sh600179.html,,
600180,瑞茂通,157.90,76.29,118.31,1.84,49.61,43.00,3.70,9.31,2.37,4.36,4.20,71.33,http://quote.eastmoney.com/sh600180.html,,
600181,S*ST云大,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,http://quote.eastmoney.com/sh600181.html,,
600182,S佳通,88.94,13.24,-21.94,0.74,-31.00,59.86,10.14,24.81,11.32,6.70,2.58,24.68,http://quote.eastmoney.com/sh600182.html,,
600183,生益科技,203.00,38.96,8.59,3.16,37.41,32.09,4.45,19.96,8.21,6.74,3.17,46.69,http://quote.eastmoney.com/sh600183.html,,
600184,光电股份,112.50,4.98,-46.31,0.07,-51.00,1106.00,5.07,17.93,1.55,0.33,4.37,40.62,http://quote.eastmoney.com/sh600184.html,,
600185,格力地产,128.70,13.67,1086.55,2.27,-75.00,28.30,1.85,32.73,16.59,5.69,3.38,83.51,http://quote.eastmoney.com/sh600185.html,,
600186,莲花健康,57.99,8.72,-0.90,-0.06,0.00,0.00,67.61,13.05,-2.05,-6.30,0.08,100.24,http://quote.eastmoney.com/sh600186.html,,
